RECORD,RECORDID,SpeciesCommonName,SpeciesScientificName,SpeciesAbbreviation,AGE,WANPLUM,PLPHASE,SEX,COUNT,NFEED,OCFEED,NSOW,OCSOW,NSOICE,OCSOICE,OCSOSHP,OCINHD,NFLYP,OCFLYP,NACC,OCACC,NFOLL,OCFOL,OCMOULT,OCNATFED,
173,1092002,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
174,1092002,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,9,0,N,0,N,0,N,N,N,9,Y,0,N,0,N,U,N,
175,1092002,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
176,1092002,Storm-petrel (unidentified),,STPEUN,,,,,8,,Y,,N,,N,N,N,,Y,,N,,N,U,Y,
177,1092003,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
178,1092003,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,4,0,N,0,N,0,N,N,N,4,Y,0,N,0,N,U,N,
179,1092003,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,202,0,N,0,N,0,N,N,N,202,Y,0,N,0,N,U,N,
180,1092003,Australasian gannet,Morus serrator ,MORSER,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
181,1092004,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,SUBAD,,,,,,U,,U,,U,U,U,,U,,U,,U,U,U,
182,1092005,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
183,1092005,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,2,2,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
184,1092005,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
185,1092005,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,9,,Y,,N,,N,N,N,,Y,,N,,N,U,Y,
186,1092005,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,73,,Y,,N,,N,N,N,,Y,,N,,N,U,Y,
187,1092005,Australasian gannet,Morus serrator ,MORSER,,,,,4,0,N,0,N,0,N,N,N,4,Y,0,N,0,N,U,N,
188,1092005,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,8,0,N,0,N,0,N,N,N,0,N,8,Y,0,N,U,N,
189,1092006,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
190,1092006,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
191,1092006,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
192,1092006,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
193,1092006,Cape petrel,Daption capense ,DAPCAP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
194,1092006,All dark shearwater (unidentified),,PUFSPDRK,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
195,1092007,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,5,0,N,0,N,0,N,N,N,0,N,5,Y,0,N,U,N,
196,1092007,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
197,1092007,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
198,1092007,Wandering albatross sensu lato ,Diomedea antipodensis / exulans,DIOANTEXU,,,,,2,,N,,Y,,N,N,N,,N,,Y,,N,U,N,
199,1092007,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
200,1092007,Cape petrel,Daption capense ,DAPCAP,,,,,2,0,N,2,Y,0,N,N,N,0,N,0,N,0,N,U,N,
201,1092008,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,SUBAD,,,,8,0,N,0,N,0,N,N,N,0,N,8,Y,0,N,U,N,
202,1092008,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
203,1092008,Cape petrel,Daption capense ,DAPCAP,,,,,8,0,N,0,N,0,N,N,N,0,N,8,Y,0,N,U,N,
204,1092008,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
205,1092009,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
206,1092009,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,4,0,N,0,N,0,N,N,N,0,N,4,Y,0,N,U,N,
207,1092009,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
208,1092009,Wandering albatross sensu lato ,Diomedea antipodensis / exulans,DIOANTEXU,,,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
209,1092009,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
210,1092009,Cape petrel,Daption capense ,DAPCAP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
211,1092009,Shearwater (unidentified),Puffinus sp.,PUFSP,,,,,4,0,N,0,N,0,N,N,N,4,Y,0,N,0,N,U,N,
212,1092010,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
213,1092010,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
214,1092010,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,4,0,N,0,N,0,N,N,N,0,N,4,Y,0,N,U,N,
215,1092010,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
216,1092010,Wandering albatross sensu lato PL5,Diomedea antipodensis / exulans PL5,DIOANTEXU PL5,,5,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
217,1092010,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
218,1092010,Cape petrel,Daption capense ,DAPCAP,,,,,7,0,N,0,N,0,N,N,N,0,N,7,Y,0,N,U,N,
219,1092011,White-headed petrel,Pterodroma lessonii ,PTELES,,,,,,,U,,U,,U,U,U,,U,,U,,U,U,U,
220,1092012,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
221,1092012,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
222,1092012,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
223,1092012,Cape petrel,Daption capense ,DAPCAP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
224,1092012,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
225,1092012,Shearwater (unidentified),Puffinus sp.,PUFSP,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
226,1092013,Red-tailed tropicbird,Phaethon rubricauda ,PHARUB,,,,,,,U,,U,,U,U,U,,U,,U,,U,U,U,
227,1092014,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
228,1092014,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
229,1092014,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
230,1092014,Cape petrel,Daption capense ,DAPCAP,,,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
231,1092014,Shearwater (unidentified),Puffinus sp.,PUFSP,,,,,7,0,N,0,N,0,N,N,N,7,Y,0,N,0,N,U,N,
232,1092015,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
233,1092015,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
234,1092015,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
235,1092015,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
236,1092015,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
237,1092015,Cape petrel,Daption capense ,DAPCAP,,,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
238,1092015,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
239,1092016,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
240,1092016,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
241,1092016,Shearwater (unidentified),Puffinus sp.,PUFSP,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
242,1092017,Australasian gannet SUBAD,Morus serrator SUBAD,MORSER SUBAD,SUBAD,,,,,,U,,U,,U,U,U,,U,,U,,U,U,U,
243,1092018,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
244,1092018,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
245,1092018,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
246,1092018,Cape petrel,Daption capense ,DAPCAP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
247,1092018,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
248,1092020,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
249,1092020,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
250,1092020,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,SUBAD,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
251,1092020,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
252,1092020,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
253,1092020,Cape petrel,Daption capense ,DAPCAP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
254,1092021,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,SUBAD,,,,6,,Y,,N,,N,N,N,,N,,Y,,N,U,N,
255,1092021,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,7,,Y,,N,,N,N,N,,N,,Y,,N,U,N,
256,1092021,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,2,,Y,,N,,N,N,N,,N,,Y,,N,U,N,
257,1092021,Cape petrel,Daption capense ,DAPCAP,,,,,3,,Y,,N,,N,N,N,,N,,Y,,N,U,N,
258,1092021,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
259,1092022,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,SUBAD,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
260,1092022,Cape petrel,Daption capense ,DAPCAP,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
261,1092022,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
262,1092023,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
263,1092023,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
264,1092023,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
265,1092023,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
266,1092023,Cape petrel,Daption capense ,DAPCAP,,,,,3,0,N,0,N,0,N,N,N,0,N,3,Y,0,N,U,N,
267,1092023,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,3,0,N,0,N,0,N,N,N,3,Y,0,N,0,N,U,N,
268,1092024,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,SUBAD,,,,8,0,N,0,N,0,N,N,N,0,N,8,Y,0,N,U,N,
269,1092024,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
270,1092024,Cape petrel,Daption capense ,DAPCAP,,,,,2,0,N,0,N,0,N,N,N,0,N,2,Y,0,N,U,N,
271,1100001,Buller's mollymawk,Thalassarche bulleri ,THABUL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
272,1100001,Shy / White-capped mollymawk,Thallassarche cauta cauta / steadi,THACAUCAUSTE,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
273,1100001,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
274,1100001,Grey-headed mollymawk,Thalassarche chrysostoma ,THACHR,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
275,1100001,Cape petrel,Daption capense ,DAPCAP,,,,,6,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
276,1100001,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,50,,N,,Y,,N,N,N,,N,,Y,,N,U,N,
277,1100001,Southern black-backed gull,Larus dominicanus ,LARDOM,,,,,25,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
278,1100002,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
279,1100002,Cape petrel,Daption capense ,DAPCAP,,,,,3,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
280,1100002,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,500,,N,,Y,,N,N,N,,Y,,N,,N,U,N,
281,1100002,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,20,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
282,1100003,Cape petrel,Daption capense ,DAPCAP,,,,,6,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
283,1100003,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,250,0,N,0,N,0,N,N,N,250,Y,0,N,0,N,U,N,
284,1100004,Buller's mollymawk,Thalassarche bulleri ,THABUL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
285,1100004,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
286,1100004,Cape petrel,Daption capense ,DAPCAP,,,,,6,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
287,1100004,Prion (unidentified),Pachyptila sp,PACSP,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
288,1100004,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,200,0,N,0,N,0,N,N,N,200,Y,0,N,0,N,U,N,
289,1100004,Southern black-backed gull,Larus dominicanus ,LARDOM,,,,,2,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
290,1100005,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
291,1100005,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,1,Y,U,N,
292,1100005,Cape petrel,Daption capense ,DAPCAP,,,,,9,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
293,1100005,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,200,,N,,Y,,N,N,N,,Y,,N,,N,U,N,
294,1100006,Buller's mollymawk,Thalassarche bulleri ,THABUL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
295,1100006,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
296,1100006,Cape petrel,Daption capense ,DAPCAP,,,,,9,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
297,1100006,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,100,0,N,0,N,0,N,N,N,100,Y,0,N,0,N,U,N,
298,1100006,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
299,1100007,Salvin's mollymawk,Thalassarche salvini ,THASAL,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
300,1100007,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,1,Y,U,N,
301,1100007,Cape petrel,Daption capense ,DAPCAP,,,,,8,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
302,1100007,Prion (unidentified),Pachyptila sp,PACSP,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
303,1100007,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,20,0,N,0,N,0,N,N,N,20,Y,0,N,0,N,U,N,
304,1100007,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,9,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
305,1100008,Cape petrel,Daption capense ,DAPCAP,,,,,7,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
306,1100008,Prion (unidentified),Pachyptila sp,PACSP,,,,,3,0,N,0,N,0,N,N,N,3,Y,0,N,0,N,U,N,
307,1100008,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,15,0,N,0,N,0,N,N,N,15,Y,0,N,0,N,U,N,
308,1100008,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,6,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
309,1100009,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,3,0,N,0,N,0,N,N,N,0,N,0,N,3,Y,U,N,
310,1100009,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
311,1100009,Southern royal albatross,Diomedea epomophora ,DIOEPO,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
312,1100009,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
313,1100009,Cape petrel,Daption capense ,DAPCAP,,,,,12,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
314,1100009,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,8,0,N,0,N,0,N,N,N,8,Y,0,N,0,N,U,N,
315,1100009,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
316,1100010,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,2,0,N,0,N,0,N,N,N,0,N,0,N,2,Y,U,N,
317,1100010,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,N,U,N,
318,1100010,Southern royal albatross,Diomedea epomophora ,DIOEPO,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
319,1100010,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
320,1100010,Cape petrel,Daption capense ,DAPCAP,,,,,14,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
321,1100010,Mottled petrel,Pterodroma inexpectata ,PTEINE,,,,,6,0,N,0,N,0,N,N,N,6,Y,0,N,0,N,U,N,
322,1100010,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,6,0,N,0,N,0,N,N,N,6,Y,0,N,0,N,U,N,
323,1100011,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,4,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
324,1100011,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,6,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
325,1100011,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,2,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
326,1100011,Southern royal albatross,Diomedea epomophora ,DIOEPO,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
327,1100011,Cape petrel,Daption capense ,DAPCAP,,,,,2,,N,,N,,N,N,N,,N,,Y,,Y,U,N,
328,1100011,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,4,0,N,0,N,0,N,N,N,4,Y,0,N,0,N,U,N,
329,1100012,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,AD,,,,7,0,N,0,N,0,N,N,N,0,N,0,N,7,Y,U,N,
330,1100012,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,0,N,0,N,0,N,N,N,0,N,0,N,2,Y,U,N,
331,1100012,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,4,0,N,0,N,0,N,N,N,0,N,0,N,4,Y,U,N,
332,1100012,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,2,0,N,0,N,0,N,N,N,0,N,0,N,2,Y,U,N,
333,1100012,Wandering albatross sensu lato PL5,Diomedea antipodensis / exulans PL5,DIOANTEXU PL5,,5,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
334,1100012,Cape petrel,Daption capense ,DAPCAP,,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,1,Y,U,N,
335,1100012,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,6,0,N,0,N,0,N,N,N,6,Y,0,N,0,N,U,N,
336,1100012,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
337,1100013,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
338,1100013,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,0,N,0,N,0,N,N,N,0,N,0,N,2,Y,U,N,
339,1100013,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,3,0,N,0,N,0,N,N,N,0,N,0,N,3,Y,U,N,
340,1100013,White-chinned petrel,Procellaria aequinoctialis ,PROAEQ,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
341,1100013,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,3,0,N,0,N,0,N,N,N,3,Y,0,N,0,N,U,N,
342,1100013,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
343,1100014,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
344,1100014,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,3,0,N,0,N,0,N,N,N,0,N,0,N,3,Y,U,N,
345,1100014,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
